county,total_pop,pct_age_65plus,pct_less_hs,pct_below_poverty,pct_hispanic,pct_nh_black,state
District Of Columbia,672079,12.721867518550647,5.155792696989491,14.007281882040653,11.570068399697059,42.54351050992517,DC
Accomack County,33326,25.151533337334214,12.605773270119426,14.652223489167618,10.586328992378323,27.116965732461143,VA
Albemarle County,113683,19.893915537063588,3.806197936366915,6.281502071549836,7.3432263399101005,8.786713933,VA
Alleghany County,14962,25.77863922,7.392059885042107,12.805774629060286,1.503809651116161,5.534019516107472,VA
Amelia County,13342,20.783990406235947,10.523159946035078,11.002848148703343,1.888772298006296,20.311797331734372,VA
Amherst County,31385,21.389198661781105,8.134459137,10.485900908077108,2.835749561892624,17.511550103552654,VA
Appomattox County,16424,20.67705796395519,5.6320019483682415,12.219922065270335,2.2406234778373113,17.04213346322455,VA
Arlington County,235463,11.603096877216379,3.3657092621770723,7.0384731359067025,15.736655015862365,9.205692614,VA
Augusta County,77713,22.04650444584561,6.810958269530194,7.0194176006588345,3.7715697502348386,4.264408786174771,VA
Bath County,4123,27.358719379092893,12.151346107203493,20.397768615086104,3.7108901285471743,3.7593984962406015,VA
Bedford County,80254,22.70790240984873,5.640840331946071,8.010815660278615,2.7088992448974505,5.969795898023775,VA
Bland County,6211,24.50491064240863,7.148607309611979,10.75511189824505,0.6601191434551602,4.636934471099662,VA
Botetourt County,33875,23.63099631,4.162361623616236,6.013284132841329,2.370479704797048,2.3616236162361623,VA
Brunswick County,15868,21.893118225359213,15.60373077892614,13.171162087219562,2.735064280312579,53.20771363750945,VA
Buchanan County,19857,23.472830739789494,17.172785415722416,22.586493428010275,1.0172735055647881,2.3568514881402023,VA
Buckingham County,16914,20.21402388553861,11.475700603050727,12.055102282133143,2.5659217216507035,31.93803949391037,VA
Campbell County,55398,20.740820968266004,6.845012455323297,9.958843279540778,3.361132170836492,14.33625762662912,VA
Caroline County,31541,16.36917028629403,7.384039821185124,11.08398592308424,7.038457880219397,23.499571985669448,VA
Carroll County,29158,25.643048220042527,11.132450785376227,16.07792029631662,3.868578091775842,0.33267027916866726,VA
Charles City County,6686,26.15913849835477,9.303021238408615,11.36703559676937,1.9892312294346395,40.338019742746035,VA
Charlotte County,11475,22.239651416122005,13.071895424836601,24.06971677559913,2.457516339869281,25.054466230936818,VA
Chesterfield County,371610,15.713785958397244,4.814186916,6.753854847824332,11.409811361373484,22.966012755307982,VA
Clarke County,15060,21.812749003984063,5.318725099601593,6.733067729083666,7.058432934926959,4.913678618857902,VA
Craig County,4881,19.237861094038106,9.157959434542102,13.357918459332105,0.7785289899610736,0.061462815,VA
Culpeper County,53563,16.56740661,7.9943244403786196,7.895375539084816,14.771390698803279,12.829751880962604,VA
Cumberland County,9745,23.263211903540277,8.527449974345819,7.675731144176501,1.7650076962544894,28.80451513596716,VA
Dickenson County,13920,24.224137931034484,13.670977011494253,19.511494252873565,0.7255747126436781,1.0129310344827587,VA
Dinwiddie County,28083,18.737314389488304,6.313428052558487,10.408432147562582,4.166221557525906,30.60570452,VA
Essex County,10604,23.64202188,10.39230479064504,15.352697095435685,4.347416069407771,37.35382874387024,VA
Fairfax County,1144474,14.530430573346358,4.643705317901499,5.878333627500494,17.40126905,9.601091855297717,VA
Fauquier County,73935,16.69709880300264,5.565699601000879,6.113478055048353,11.664299722729425,6.210860891,VA
Floyd County,15560,23.817480719794343,6.330334190231363,8.239074550128535,3.026992287917738,2.782776349614396,VA
Fluvanna County,27764,20.749891946405416,4.534649185996254,7.3008212073188306,4.365365221,12.64947413917303,VA
Franklin County,54958,24.23123112194767,6.877979548018486,11.243131118308526,3.6063903344372066,7.731358491939299,VA
Frederick County,93355,18.226126077874778,7.582882545123454,6.940174602,11.731562315890955,4.164747469337475,VA
Giles County,16610,22.034918723660446,6.429861529199277,8.838049367850692,1.6857314870559903,2.245635159542444,VA
Gloucester County,39228,20.32986642194351,6.457122463546447,6.676353624961762,4.043030488426634,8.137044967880085,VA
Goochland County,25613,23.874594932260962,3.7793308085737713,3.7090539960176474,3.6465857181899817,14.35599109827041,VA
Grayson County,15323,25.673823663773412,12.034196958820074,16.93532598055211,4.059257325588984,5.181752920446388,VA
Greene County,20850,18.66187050359712,7.074340527577938,11.62589928057554,6.9496402877697845,6.767386091127098,VA
Greensville County,11304,16.153573956121726,15.817409766454352,9.846072186836517,5.104387827317764,52.70700636942675,VA
Halifax County,33811,25.28762828665227,13.33885421904114,17.45289994380527,2.484398568513206,34.695809056224306,VA
Hanover County,111652,18.757389030200983,3.9488768674094508,5.072009457958657,3.7643750223910004,8.377816787876617,VA
Henrico County,334434,16.538689248102763,4.890352057506115,8.346041371391665,6.690109259226036,29.36782743381355,VA
Henry County,50365,24.413779410304777,12.329991065223865,14.523974982626823,6.685198054204308,22.334954829742877,VA
Highland County,2265,34.260485651214125,8.123620309050773,10.286975717439294,0,0,VA
Isle Of Wight County,39444,19.635432511915628,5.610485751952135,7.329378359,3.8510293073724773,21.833485447723355,VA
James City County,80046,26.363590935212255,3.5017365015116306,6.395072833120955,6.909776878294981,12.75641506133973,VA
King And Queen County,6676,23.60695026962253,7.804074296,18.454164170161775,3.115638106650689,23.846614739364888,VA
King George County,27468,13.914373088685016,5.970583952235328,6.422018348623853,6.593126547254988,15.428862676569098,VA
King William County,18232,16.50943396226415,4.497586660816148,7.848837209302325,3.098946906537955,15.291794646774902,VA
Lancaster County,10876,39.987127620448696,10.509378447958808,12.789628539904376,1.5814637734461199,27.583670467083486,VA
Lee County,22042,22.579620724072225,13.320025406043008,25.483168496506668,2.3001542509754107,4.133018782324653,VA
Loudoun County,427082,10.370607986288347,3.825026575692724,3.9385879058354134,14.157936883315148,7.446111051273526,VA
Louisa County,39012,20.416794832359273,7.9026966061724595,10.037937045011791,3.8962370552650465,13.275402440274787,VA
Lunenburg County,11990,23.03586321934946,14.804003336113428,14.662218515429524,5.746455379482902,33.34445371142619,VA
Madison County,13931,22.762185054913502,8.211901514607709,6.941353815232216,3.5173354389491065,8.369822697580934,VA
Mathews County,8517,32.28836444757544,6.692497358224727,7.807913584595515,2.571327932370553,8.371492309,VA
Mecklenburg County,30431,26.561729814991292,10.499162038710525,16.795373139233018,2.9969439058854457,32.86779928362525,VA
Middlesex County,10774,33.460181919435676,6.886950064971227,9.077408576201968,2.9422684239836645,14.74846853536291,VA
Montgomery County,99159,13.698201877792233,2.4556520336025978,21.235591323026654,4.550267751792576,3.869542855414032,VA
Nelson County,14777,29.261690464911688,8.499695472694052,14.333085199972931,4.682953238140353,10.252419300263924,VA
New Kent County,24139,18.70831434607896,3.9893947553751192,5.087203280997556,3.570984713534115,13.161274286424458,VA
Northampton County,12115,28.477094510936855,9.905076352,16.68179942220388,9.203466777,31.184482047049112,VA
Northumberland County,12085,37.914770376499796,7.546545304095987,10.244104261481175,3.3347124534546957,19.64418700868846,VA
Nottoway County,15597,18.490735397832918,10.341732384432904,16.72116432647304,4.776559594793871,37.46233249983971,VA
Orange County,37208,19.987637067297356,6.256718985164481,9.911846914642013,6.5523543324016345,10.417114599010965,VA
Page County,23750,21.785263157894736,11.793684210526315,9.406315789473684,2.3705263157894736,1.8652631578947367,VA
Patrick County,17606,26.956719300238554,12.154947177098716,10.558900374872202,3.3795297057821196,5.3845280018175625,VA
Pittsylvania County,60148,24.065638092704663,10.630444902573652,14.650528695883487,2.9992684711046085,20.604176364966417,VA
Powhatan County,31074,19.456780588273155,6.407285833816052,3.099053871403746,2.8029864195147067,8.740426079680763,VA
Prince Edward County,21932,16.674265912821447,7.076418019332483,16.62411088819989,4.787525077512311,30.343789896042313,VA
Prince George County,42873,12.884566043897092,6.069087770858116,6.712849578989108,10.094931541996129,30.469059781214284,VA
Prince William County,484625,10.875006448284756,6.307763734846531,6.047149858137735,25.660665462986845,20.008460149600207,VA
Pulaski County,33771,22.67033845607178,6.991205472150662,14.04459447454917,2.146812353794676,4.583814515412632,VA
Rappahannock County,7409,26.62977459846133,6.249156431367256,9.447968686732352,4.535024969631529,4.8319611283574035,VA
Richmond County,9047,20.20559301425887,17.36487233337018,7.6489444014590475,7.239969050513983,27.931911130761577,VA
Roanoke County,96793,21.80322957238643,4.517888690297852,7.085223105,3.813292284,6.364096577231825,VA
Rockbridge County,22578,26.787137921870848,6.816369917618921,7.8527770395960665,2.267694215608114,3.0206395606342458,VA
Rockingham County,84739,19.81614132807798,8.893189676536188,9.325104143310636,8.851886380533166,2.3153447645122083,VA
Russell County,25635,22.99590404,12.350302321045445,17.913009557245953,0.651453091,1.2053832650672909,VA
Scott County,21504,25.027901785714285,12.044270833333334,17.340959821428573,1.4229910714285714,1.1951264880952381,VA
Shenandoah County,44630,21.888863992829936,7.804167600268878,12.189110463813579,8.781088953618642,2.7022182388527898,VA
Smyth County,29585,22.741254013858374,10.190975156329221,16.129795504478622,2.0449552137907725,1.953692749704242,VA
Southampton County,17988,21.408716922392706,9.839893262174783,7.933066488770291,2.3015343562374917,29.614187235935066,VA
Spotsylvania County,143876,14.81762072896105,6.224109649976368,6.932358419750341,12.685228947148934,16.375211988100865,VA
Stafford County,160520,11.104535260403688,4.639297283827561,4.946424121604784,15.895838524794419,18.886743084973833,VA
Surry County,6552,24.725274725274726,7.524420024420024,11.538461538461538,2.915140415140415,41.01037851037851,VA
Sussex County,10793,19.067914388955806,11.785416473640323,10.256647827295469,1.528768646344853,54.65579542295932,VA
Tazewell County,39933,23.258958755916158,9.185385520747252,18.46593043347607,1.297172764380337,3.2804948288383042,VA
Warren County,41104,16.701537563254185,7.8021603736862595,11.050019462826002,6.712242117555469,4.989782016348774,VA
Washington County,53913,24.30953573349656,7.387828538571402,10.663476341513178,1.7602433550349637,1.6879045870198282,VA
Westmoreland County,18683,26.355510357009045,12.026976395653802,13.670181448375528,6.214205427393887,23.74351014291067,VA
Wise County,35727,20.032468441234922,14.227335068715536,16.253813642343324,1.3575167240462396,5.2817197077840286,VA
Wythe County,28219,21.974556150111628,7.643786101562777,15.42932067047025,1.4919026188029343,2.367199404656437,VA
York County,70590,17.26306842328942,2.931010058081881,5.233035840770647,7.5648108797280065,13.006091514378808,VA
Alexandria City,156788,12.577493175498125,5.419419853560221,8.315049621144475,18.20292369313978,20.66229558,VA
Bristol City,17024,23.07330827067669,7.501174812030075,17.95700187969925,2.6903195488721803,6.672932330827067,VA
Buena Vista City,6612,18.345432546884453,10.29945554,20.25105868118572,0.9528130671506352,1.588021778584392,VA
Charlottesville City,45863,13.086801997252687,4.663890281926608,21.152126986895755,6.765802498746266,16.82401936201295,VA
Chesapeake City,251153,14.07986366875968,4.439524911109961,8.538221721420808,7.4050479189975835,28.539177314226787,VA
Colonial Heights City,18210,18.30862163646348,5.683690280065898,9.461834157056563,7.644151565074135,17.775947281713343,VA
Covington City,5671,19.449832481043906,8.728619291130313,23.223417386704284,3.244577675894904,12.343502027861048,VA
Danville City,42239,20.933260730604417,10.36956367338242,24.044129832619145,5.220294041052108,50.25923909183456,VA
Emporia City,5633,18.39162080596485,15.69323628617078,12.941594177170247,8.396946564885496,63.57180898278005,VA
Fairfax City,24478,14.278127297981861,5.417109240951058,9.584116349374948,18.31440477163167,6.393496201,VA
Falls Church City,14593,14.705680805865827,1.7748235455355308,3.625025697252107,10.655793873775098,4.817378195025012,VA
Franklin City,8212,19.020944958597173,10.435947394057477,16.31758402338042,3.1539210910862154,51.68046760837798,VA
Fredericksburg City,28383,11.225029066694853,4.372335552971849,15.082972201670014,12.35951097487933,19.790015149913682,VA
Galax City,6698,19.871603463720515,11.301881158554792,22.43953418931024,15.780830098536876,4.882054344580472,VA
Hampton City,137334,16.108174232163922,4.932500327668312,12.634161970087524,6.614530997422342,47.89928204232018,VA
Harrisonburg City,51492,10.077293560164685,8.504233667365805,21.941272430668842,23.090965586887283,7.030218286335741,VA
Hopewell City,22944,14.979951185495118,8.006450488145049,23.557357043235704,8.590481171548117,41.156729428172945,VA
Lexington City,7420,16.361185983827493,1.8059299191374663,8.962264150943396,4.878706199460916,4.663072776280323,VA
Lynchburg City,79255,14.182070531827645,5.3813639518011485,15.064033814901268,4.946060185477257,27.41404327802662,VA
Manassas City,42674,10.32244457983784,11.852650325725266,6.650419459155458,43.01448188592585,12.389276843042602,VA
Manassas Park City,16923,9.614134609702772,13.951427051941145,5.785026295574071,45.91975418070082,10.920049636589257,VA
Martinsville City,13584,17.06419316843345,8.966431095,21.135159010600706,8.031507656,44.199057714958776,VA
Newport News City,184774,13.652894887808891,5.315682942405317,14.57293775098228,10.539361598493295,40.39745851689091,VA
Norfolk City,235037,12.576743236171327,6.705752711275246,15.81963690823147,9.869084442024022,39.04959644651693,VA
Norton City,3620,20.607734806629836,5.469613259668508,25.331491712707184,0,1.3259668508287292,VA
Petersburg City,33365,16.97287576802038,8.961486587741646,20.77026824516709,6.033268395024726,74.55717068784655,VA
Poquoson City,12556,19.719655941382605,1.9831156419241798,5.766167569289583,3.902516725071679,1.6645428480407773,VA
Portsmouth City,97299,15.17590108839762,7.301205562235994,17.073145664395316,5.079188891972168,51.163937964418956,VA
Radford City,16505,9.385034838,3.029385034837928,27.343229324447137,4.283550439,9.172977885489246,VA
Richmond City,227595,13.624200883147697,7.589358289944858,18.01181924031723,10.298556646675015,41.64546672817944,VA
Roanoke City,98677,17.45796892892974,7.285385652178319,19.31757147055545,8.572413024311643,28.47573396,VA
Salem City,25477,19.488165796600857,3.917258703929034,9.812772304431448,4.4706990618989675,7.681438159908938,VA
Staunton City,25765,20.99359596,4.541044052008539,11.80671454,4.428488259266446,10.036871725208616,VA
Suffolk City,96638,15.000310436888181,5.6313251515966805,9.782901136,4.946294418344751,41.54369916595956,VA
Virginia Beach City,457066,15.368896395706528,3.7005596565922647,8.213474640423922,8.938315254252121,18.34286514420237,VA
Waynesboro City,22574,17.71064055993621,7.778860636130061,11.57083370248959,9.174271285549748,10.994949942411624,VA
Williamsburg City,15564,17.129272680544847,3.3667437676689795,9.766126959650476,8.012079157029042,15.169622205088666,VA
Winchester City,27981,17.111611450627212,8.927486508702334,18.519709803080662,20.052893034559165,8.834566312855152,VA
Allegany County,67762,20.955697883769666,7.268085357575042,15.555916295268736,1.8594492488415335,7.043770845016381,MD
Anne Arundel County,590936,15.557014634410494,4.330756630159611,5.388400774364737,10.020205233730895,17.41525309001313,MD
Baltimore County,849586,17.756766236731774,5.746092802847505,9.779115946,7.421026241016213,29.84559538410473,MD
Calvert County,93791,15.901312492669872,3.5152626584640316,4.006781034,4.9258457634527835,12.165346355193995,MD
Caroline County,33406,17.11967909956295,10.932167874034604,12.165479255223612,8.770879482727654,13.24312998,MD
Carroll County,174318,17.59256072235799,3.5710597872853063,5.200266180199406,4.780343969068025,3.8848541171881275,MD
Cecil County,104366,16.682636107544603,5.908054347201196,10.733380602878333,5.382020964681985,6.867178966330031,MD
Charles County,168710,13.104143204315097,3.8415031711220435,6.565704463280185,7.496888151265485,48.45593029458835,MD
Dorchester County,32612,22.549981601864346,9.484238930455048,16.02170980007359,5.853673494419232,25.30970195020238,MD
Frederick County,280341,14.995665992487721,4.496666559654136,6.192815178657421,12.331410674856693,9.930049475460242,MD
Garrett County,28713,23.64782502699126,7.599345244314422,10.702469264792951,1.3129941141643158,0.7557552328213701,MD
Harford County,262509,16.970084835186604,3.757966393533174,6.960142318930018,5.555999984762427,14.323318438605915,MD
Howard County,333916,14.78216078,3.2331484564980415,5.065645252099331,8.421579079768565,19.64176619269517,MD
Kent County,19265,26.877757591487153,5.927848429794965,8.813911237996367,5.5748767194393976,14.196729820918765,MD
Montgomery County,1057586,16.55468207786412,6.066835226638779,7.015788787,20.63368841871961,18.300072050878132,MD
Prince George's County,955584,14.447081575246132,9.110449735449736,9.990539816489184,21.73477161610073,59.000464637331724,MD
Queen Anne's County,50951,20.237090537967852,4.606386528233008,6.9046731173087865,5.256030303625051,5.96847952,MD
St. Mary's County,114372,13.736753750918057,5.122757318,7.295491903612772,5.949882838456965,14.639946840135698,MD
Somerset County,24685,17.330362568361352,10.366619404496658,16.054283978124367,4.452096414826818,37.85294713388698,MD
Talbot County,37707,29.33142387355133,6.073142917760628,10.075052377542631,9.101758294215928,11.989816214495983,MD
Washington County,155033,17.801371320944572,7.931214644624048,11.847155121812776,7.301671257087201,11.276953938838828,MD
Wicomico County,104117,16.20100463901188,6.720324250602688,13.441608959151724,6.9249017931749854,26.20801598202023,MD
Worcester County,53279,28.189342893072318,4.793633514142533,8.0012763,3.9227462977908742,12.010360554815218,MD
Baltimore City,577193,14.92758921192738,8.963899423589684,19.382944699606544,7.8691183018505075,59.28588878,MD